Number	Month	Day	Hour	Minute	Second	Easting (m)	Northing (m)	Depth (m)	Magnitude Mw
3357	11 	6 	1 	59 	41.044 	3120 	3810 	3200 	-0.880 
3358	11 	6 	2 	1 	43.519 	3210 	3990 	3500 	-0.090 
3359	11 	6 	2 	5 	25.049 	3120 	3780 	3320 	-0.240 
3360	11 	6 	2 	5 	55.076 	3210 	3900 	3290 	0.020 
3361	11 	6 	2 	6 	9.350 	3240 	4050 	3470 	-0.090 
3362	11 	6 	2 	8 	16.064 	3270 	4080 	3350 	0.130 
3363	11 	6 	2 	8 	54.976 	3240 	3990 	3350 	-0.220 
3364	11 	6 	2 	10 	27.735 	3270 	4050 	3380 	0.180 
3365	11 	6 	2 	10 	52.649 	3270 	4050 	3290 	-0.090 
3366	11 	6 	2 	11 	57.149 	3240 	4020 	3320 	0.370 
3367	11 	6 	2 	13 	45.936 	3210 	4020 	3440 	-0.220 
3368	11 	6 	2 	13 	51.284 	3270 	4050 	3470 	0.040 
3369	11 	6 	2 	14 	13.982 	3210 	3960 	3320 	-0.210 
3370	11 	6 	2 	16 	0.607 	2760 	3840 	3350 	-0.250 
3371	11 	6 	2 	16 	5.113 	3210 	4020 	3470 	-0.050 
3372	11 	6 	2 	17 	3.852 	3210 	3930 	3320 	-0.160 
3373	11 	6 	2 	17 	20.330 	3270 	4080 	3440 	-0.100 
3374	11 	6 	2 	18 	55.883 	3120 	3780 	3320 	-0.250 
3375	11 	6 	2 	21 	0.626 	3210 	3990 	3500 	-0.100 
3376	11 	6 	2 	24 	52.938 	3270 	4020 	3380 	0.090 
3377	11 	6 	2 	24 	56.322 	3240 	3990 	3200 	-0.070 
3378	11 	6 	2 	25 	39.214 	3240 	3990 	3500 	-0.270 
3379	11 	6 	2 	26 	3.762 	3090 	3750 	3350 	-0.220 
3380	11 	6 	2 	26 	19.782 	3120 	3780 	3260 	-0.150 
3381	11 	6 	2 	27 	23.974 	3270 	4050 	3410 	-0.170 
3382	11 	6 	2 	29 	48.846 	3240 	3990 	3260 	-0.040 
3383	11 	6 	2 	30 	40.178 	3270 	4050 	3230 	-0.240 
3384	11 	6 	2 	32 	43.465 	3210 	3930 	3350 	0.140 
3385	11 	6 	2 	33 	59.166 	3270 	4080 	3350 	0.500 
3386	11 	6 	2 	37 	2.167 	3150 	3840 	3170 	-0.170 
3387	11 	6 	2 	37 	36.677 	3150 	3780 	3230 	-0.310 
3388	11 	6 	2 	37 	40.609 	3120 	3840 	3410 	-0.070 
3389	11 	6 	2 	38 	59.742 	3270 	4050 	3350 	-0.060 
3390	11 	6 	2 	39 	56.745 	3270 	4050 	3500 	-0.520 
3391	11 	6 	2 	40 	26.993 	3240 	4050 	3440 	-0.550 
3392	11 	6 	2 	40 	42.135 	3270 	4050 	3290 	-0.320 
3393	11 	6 	2 	44 	33.329 	3270 	4080 	3320 	0.010 
3394	11 	6 	2 	46 	11.848 	3270 	4020 	3650 	-0.220 
3395	11 	6 	2 	46 	18.033 	3270 	4020 	3290 	-0.230 
3396	11 	6 	2 	47 	33.971 	3120 	3810 	3200 	-0.110 
3397	11 	6 	2 	48 	9.121 	3180 	3990 	3500 	0.000 
3398	11 	6 	2 	48 	9.151 	3210 	3990 	3320 	-0.100 
3399	11 	6 	2 	48 	12.227 	3240 	3930 	3650 	-0.140 
3400	11 	6 	2 	48 	29.615 	3180 	3960 	3590 	-0.300 
3401	11 	6 	2 	49 	45.234 	3270 	4050 	3260 	-0.110 
3402	11 	6 	2 	50 	42.322 	3240 	4050 	3500 	0.170 
3403	11 	6 	2 	51 	37.768 	3270 	4080 	3530 	0.030 
3404	11 	6 	2 	52 	47.480 	3270 	4050 	3350 	-0.090 
3405	11 	6 	2 	55 	27.030 	3270 	4050 	3320 	-0.070 
3406	11 	6 	2 	56 	20.335 	3270 	4020 	3290 	-0.280 
3407	11 	6 	2 	58 	48.352 	3180 	3900 	3380 	-0.410 
3408	11 	6 	2 	59 	58.780 	3300 	4110 	3230 	0.000 
3409	11 	6 	3 	2 	49.650 	3120 	3840 	3260 	-0.270 
3410	11 	6 	3 	3 	25.187 	3240 	4020 	3380 	0.000 
3411	11 	6 	3 	3 	39.382 	3210 	3870 	3230 	-0.240 
3412	11 	6 	3 	4 	58.526 	3210 	3960 	3470 	-0.290 
3413	11 	6 	3 	5 	6.110 	3270 	4050 	3350 	-0.210 
3414	11 	6 	3 	6 	34.722 	3240 	4050 	3290 	-0.140 
3415	11 	6 	3 	10 	29.436 	3300 	4080 	3320 	-0.060 
3416	11 	6 	3 	12 	18.768 	3240 	4080 	3560 	-0.240 
3417	11 	6 	3 	14 	23.851 	3240 	4050 	3320 	0.020 
3418	11 	6 	3 	14 	57.563 	3240 	4050 	3350 	-0.220 
3419	11 	6 	3 	15 	45.918 	3270 	4020 	3200 	-0.280 
3420	11 	6 	3 	18 	19.124 	3300 	4080 	3290 	0.410 
3421	11 	6 	3 	18 	25.447 	3210 	4020 	3740 	-0.220 
3422	11 	6 	3 	19 	45.516 	3240 	3990 	3350 	-0.150 
3423	11 	6 	3 	20 	52.568 	3240 	4020 	3380 	-0.360 
3424	11 	6 	3 	22 	7.602 	3240 	3990 	3320 	-0.230 
3425	11 	6 	3 	23 	11.772 	3150 	3810 	3230 	-0.040 
3426	11 	6 	3 	23 	27.558 	3150 	3840 	3320 	-0.360 
3427	11 	6 	3 	24 	1.953 	3300 	4110 	3410 	-0.370 
3428	11 	6 	3 	24 	46.554 	3300 	4080 	3230 	-0.340 
3429	11 	6 	3 	25 	35.468 	3120 	3810 	3350 	-0.280 
3430	11 	6 	3 	25 	46.038 	3150 	3840 	3260 	-0.100 
3431	11 	6 	3 	26 	38.325 	3120 	3810 	3410 	-0.410 
3432	11 	6 	3 	26 	51.512 	3120 	3810 	3380 	-0.390 
3433	11 	6 	3 	27 	54.913 	3270 	4020 	3410 	0.260 
3434	11 	6 	3 	29 	19.970 	3090 	3810 	3410 	-0.260 
3435	11 	6 	3 	30 	0.652 	3270 	4080 	3350 	0.220 
3436	11 	6 	3 	30 	50.755 	3120 	3870 	3350 	-0.280 
3437	11 	6 	3 	30 	57.317 	3030 	3810 	3320 	-0.230 
3438	11 	6 	3 	31 	14.664 	3180 	3870 	3350 	-0.080 
3439	11 	6 	3 	32 	4.261 	3180 	3870 	3440 	-0.210 
3440	11 	6 	3 	34 	49.083 	3300 	4110 	3320 	-0.300 
3441	11 	6 	3 	36 	30.064 	3240 	4020 	3440 	-0.210 
3442	11 	6 	3 	37 	52.033 	3270 	4110 	3410 	-0.220 
3443	11 	6 	3 	43 	27.530 	3180 	3840 	3200 	-0.190 
3444	11 	6 	3 	43 	33.142 	3300 	4080 	3260 	-0.220 
3445	11 	6 	3 	44 	17.436 	3150 	3870 	3320 	-0.160 
3446	11 	6 	3 	44 	38.272 	3270 	4050 	3380 	0.210 
3447	11 	6 	3 	45 	2.836 	3090 	3870 	3470 	-0.150 
3448	11 	6 	3 	45 	51.844 	3180 	3900 	3230 	-0.250 
3449	11 	6 	3 	47 	4.677 	3270 	3990 	3260 	-0.320 
3450	11 	6 	3 	48 	21.610 	3300 	4080 	3290 	-0.210 
3451	11 	6 	3 	48 	28.247 	3270 	4080 	3320 	-0.400 
3452	11 	6 	3 	49 	23.054 	3270 	4080 	3260 	-0.430 
3453	11 	6 	3 	49 	40.266 	3180 	3990 	3980 	-0.140 
3454	11 	6 	3 	51 	11.823 	3270 	4080 	3290 	-0.350 
3455	11 	6 	3 	52 	5.913 	3240 	4050 	3230 	-0.420 
3456	11 	6 	3 	52 	29.712 	3120 	3810 	3290 	nan
3457	11 	6 	3 	52 	51.322 	3150 	3810 	3110 	-0.370 
3458	11 	6 	3 	52 	55.687 	3150 	3810 	3230 	-0.370 
3459	11 	6 	3 	53 	57.687 	3270 	4080 	3440 	0.230 
3460	11 	6 	3 	54 	22.148 	3270 	4050 	3350 	-0.210 
3461	11 	6 	3 	55 	38.767 	3270 	4080 	3230 	-0.100 
3462	11 	6 	3 	55 	48.515 	3240 	4020 	3380 	-0.170 
3463	11 	6 	3 	57 	2.383 	3180 	4020 	3380 	-0.020 
3464	11 	6 	3 	58 	9.823 	3300 	4080 	3290 	-0.080 
3465	11 	6 	3 	59 	50.065 	3120 	3810 	3200 	-1.520 
3466	11 	6 	3 	59 	58.253 	3150 	3810 	3140 	nan
3467	11 	6 	4 	0 	13.379 	3240 	4020 	3410 	-0.730 
3468	11 	6 	4 	1 	3.132 	3270 	3900 	3380 	-0.340 
3469	11 	6 	4 	1 	18.548 	3270 	4080 	3260 	0.060 
3470	11 	6 	4 	1 	34.672 	3120 	3900 	3380 	0.480 
3471	11 	6 	4 	1 	38.208 	3270 	4050 	3620 	0.440 
3472	11 	6 	4 	1 	41.299 	3270 	3810 	3230 	0.230 
3473	11 	6 	4 	1 	53.602 	3240 	3960 	3350 	-0.150 
3474	11 	6 	4 	2 	14.335 	3210 	3990 	3500 	-0.220 
3475	11 	6 	4 	2 	46.198 	3120 	3840 	3350 	-0.210 
3476	11 	6 	4 	4 	23.765 	3270 	4080 	3350 	-0.190 
3477	11 	6 	4 	9 	4.420 	3240 	4080 	3170 	-0.460 
3478	11 	6 	4 	10 	54.320 	3120 	3900 	3410 	0.220 
3479	11 	6 	4 	10 	59.013 	3210 	3930 	3320 	-0.030 
3480	11 	6 	4 	11 	45.384 	3300 	4080 	3350 	0.120 
3481	11 	6 	4 	13 	1.365 	3180 	3840 	3200 	-0.300 
3482	11 	6 	4 	13 	15.534 	3270 	4080 	3410 	-0.130 
3483	11 	6 	4 	13 	24.976 	3120 	3840 	3230 	-0.370 
3484	11 	6 	4 	13 	31.843 	3300 	4110 	3530 	-0.190 
3485	11 	6 	4 	13 	51.174 	3240 	4050 	3260 	-0.430 
3486	11 	6 	4 	14 	8.119 	3210 	3900 	3320 	-0.200 
3487	11 	6 	4 	18 	57.372 	3270 	4080 	3440 	-0.320 
3488	11 	6 	4 	19 	13.939 	3270 	4080 	3470 	-0.250 
3489	11 	6 	4 	20 	15.656 	3300 	4080 	3500 	-0.110 
3490	11 	6 	4 	21 	51.126 	3300 	4080 	3380 	-0.450 
3491	11 	6 	4 	24 	9.341 	3270 	4080 	3320 	-0.030 
3492	11 	6 	4 	24 	24.846 	3240 	4080 	3260 	-0.460 
3493	11 	6 	4 	24 	41.686 	3270 	4020 	3410 	-0.130 
3494	11 	6 	4 	24 	52.884 	3120 	3840 	3470 	-0.030 
3495	11 	6 	4 	26 	15.565 	3270 	4080 	3350 	-0.540 
3496	11 	6 	4 	26 	51.999 	3240 	4020 	3350 	-0.360 
3497	11 	6 	4 	26 	58.894 	3180 	3810 	3140 	0.020 
3498	11 	6 	4 	27 	16.137 	3270 	4110 	3290 	-0.200 
3499	11 	6 	4 	27 	34.371 	3300 	4110 	3320 	-0.170 
3500	11 	6 	4 	28 	40.441 	3270 	4050 	3440 	-0.270 
3501	11 	6 	4 	28 	58.011 	3270 	4080 	3320 	-0.180 
3502	11 	6 	4 	30 	33.992 	3300 	4110 	3290 	-0.170 
3503	11 	6 	4 	31 	31.837 	3240 	4050 	3440 	-0.330 
3504	11 	6 	4 	32 	36.255 	3270 	4080 	3440 	0.010 
3505	11 	6 	4 	34 	24.805 	3210 	4050 	3380 	-0.150 
3506	11 	6 	4 	35 	14.278 	3300 	4080 	3260 	0.340 
3507	11 	6 	4 	36 	23.801 	3270 	4020 	3260 	-0.260 
3508	11 	6 	4 	36 	40.872 	3240 	4110 	3500 	-0.170 
3509	11 	6 	4 	37 	0.799 	3240 	4080 	3410 	-0.310 
3510	11 	6 	4 	39 	40.596 	3240 	3930 	3290 	-0.600 
3511	11 	6 	4 	40 	7.652 	3150 	3900 	3740 	0.090 
3512	11 	6 	4 	41 	20.554 	3300 	4110 	3440 	-0.350 
3513	11 	6 	4 	43 	10.325 	3300 	4110 	3470 	-0.220 
3514	11 	6 	4 	43 	14.688 	3300 	4110 	3410 	-0.220 
3515	11 	6 	4 	46 	9.849 	3240 	4080 	3590 	0.580 
3516	11 	6 	4 	46 	42.080 	3150 	3870 	3290 	-0.210 
3517	11 	6 	4 	48 	29.397 	3150 	3810 	3380 	-0.290 
3518	11 	6 	4 	49 	8.838 	3150 	3780 	3230 	-0.200 
3519	11 	6 	4 	53 	7.800 	3090 	3810 	3680 	-0.200 
3520	11 	6 	4 	54 	32.880 	3270 	4080 	3350 	-0.290 
3521	11 	6 	4 	56 	23.543 	3240 	3990 	3500 	-0.290 
3522	11 	6 	4 	59 	2.183 	3180 	3900 	3410 	-0.320 
3523	11 	6 	4 	59 	9.196 	3150 	3780 	3140 	-0.460 
3524	11 	6 	4 	59 	41.971 	3300 	4110 	3230 	-0.500 
3525	11 	6 	4 	59 	58.825 	3120 	3840 	3500 	0.000 
3526	11 	6 	5 	0 	27.224 	3180 	3810 	3110 	-0.720 
3527	11 	6 	5 	1 	28.121 	3270 	4080 	3290 	-0.180 
3528	11 	6 	5 	3 	36.939 	3210 	4050 	3380 	-0.220 
3529	11 	6 	5 	4 	2.957 	3120 	3780 	3620 	-0.890 
3530	11 	6 	5 	6 	32.569 	3210 	4020 	3380 	0.030 
3531	11 	6 	5 	10 	51.026 	3270 	4110 	3260 	-0.320 
3532	11 	6 	5 	12 	32.827 	3270 	4080 	3320 	-0.120 
3533	11 	6 	5 	13 	46.830 	3180 	3960 	3500 	-0.320 
3534	11 	6 	5 	13 	51.715 	3270 	3870 	3140 	-0.290 
3535	11 	6 	5 	14 	40.588 	3300 	4050 	3200 	-0.090 
3536	11 	6 	5 	16 	42.840 	3240 	4020 	3080 	-0.160 
3537	11 	6 	5 	17 	18.295 	3270 	4050 	3320 	-0.040 
3538	11 	6 	5 	20 	47.851 	3300 	4110 	3470 	-0.140 
3539	11 	6 	5 	26 	5.260 	3120 	3780 	3170 	-0.210 
3540	11 	6 	5 	28 	36.302 	3210 	3900 	3380 	-0.020 
3541	11 	6 	5 	28 	43.647 	3210 	3930 	3350 	0.330 
3542	11 	6 	5 	28 	47.385 	3240 	3960 	3350 	0.190 
3543	11 	6 	5 	30 	6.545 	3270 	4080 	3350 	-0.130 
3544	11 	6 	5 	31 	15.367 	3240 	4110 	3350 	-0.220 
3545	11 	6 	5 	33 	43.927 	3300 	4110 	3380 	0.290 
3546	11 	6 	5 	34 	44.135 	3210 	3960 	3470 	-0.170 
3547	11 	6 	5 	39 	30.587 	3240 	4020 	3650 	0.030 
3548	11 	6 	5 	41 	16.569 	3240 	4050 	3440 	0.130 
3549	11 	6 	5 	42 	51.016 	3180 	3930 	3980 	-0.020 
3550	11 	6 	5 	46 	39.470 	3210 	3810 	3500 	-0.060 
3551	11 	6 	5 	47 	3.862 	3270 	4080 	3110 	0.080 
3552	11 	6 	5 	48 	17.930 	3270 	4020 	3470 	0.250 
3553	11 	6 	5 	48 	57.289 	3270 	3930 	3410 	0.070 
3554	11 	6 	5 	53 	13.004 	3240 	3990 	3350 	0.040 
3555	11 	6 	5 	53 	22.500 	3240 	4020 	3440 	0.090 
3556	11 	6 	5 	53 	45.808 	3210 	4020 	3620 	0.240 
3557	11 	6 	5 	53 	49.879 	3210 	4020 	3470 	0.090 
3558	11 	6 	5 	54 	27.900 	3180 	3990 	3740 	-0.150 
3559	11 	6 	5 	55 	15.801 	3270 	4020 	3290 	0.240 
3560	11 	6 	5 	56 	37.055 	3240 	4110 	3890 	-0.030 
3561	11 	6 	5 	59 	7.292 	3270 	4050 	3350 	0.010 
3562	11 	6 	6 	4 	31.571 	3300 	3990 	3440 	0.020 
3563	11 	6 	6 	7 	49.444 	3120 	3840 	3380 	0.090 
3564	11 	6 	6 	8 	55.386 	3300 	4110 	3260 	0.200 
3565	11 	6 	6 	9 	5.708 	3150 	3840 	3110 	0.160 
3566	11 	6 	6 	11 	24.855 	3240 	4080 	3530 	-0.140 
3567	11 	6 	6 	13 	18.288 	3240 	4080 	3590 	0.290 
3568	11 	6 	6 	14 	33.205 	3270 	4080 	3350 	0.240 
3569	11 	6 	6 	15 	13.580 	3300 	4080 	3380 	0.150 
3570	11 	6 	6 	15 	51.979 	3270 	4080 	3530 	-0.010 
3571	11 	6 	6 	16 	59.401 	3210 	4020 	3410 	0.170 
3572	11 	6 	6 	20 	41.396 	3270 	4050 	3470 	0.260 
3573	11 	6 	6 	21 	47.064 	3300 	4110 	3470 	0.080 
3574	11 	6 	6 	26 	39.765 	3300 	4110 	3170 	0.090 
3575	11 	6 	6 	27 	51.403 	3270 	4080 	3380 	0.120 
3576	11 	6 	6 	27 	58.970 	3270 	4080 	3440 	0.210 
3577	11 	6 	6 	28 	42.669 	3270 	4080 	3440 	0.110 
3578	11 	6 	6 	29 	28.123 	3330 	3990 	3500 	0.110 
3579	11 	6 	6 	29 	29.582 	3300 	4020 	3620 	0.110 
3580	11 	6 	6 	30 	47.945 	3270 	4140 	3500 	-0.090 
3581	11 	6 	6 	33 	17.629 	3300 	4080 	3260 	0.130 
3582	11 	6 	6 	33 	25.626 	3270 	4140 	3290 	0.170 
3583	11 	6 	6 	34 	59.859 	3270 	4050 	3380 	0.140 
3584	11 	6 	6 	35 	32.309 	3270 	4050 	3680 	0.080 
3585	11 	6 	6 	40 	7.432 	3270 	4050 	3440 	0.010 
3586	11 	6 	6 	41 	15.024 	3270 	4080 	3230 	-0.080 
3587	11 	6 	6 	42 	26.480 	3270 	4080 	3470 	-0.210 
3588	11 	6 	6 	42 	35.040 	3210 	4080 	3350 	-0.170 
3589	11 	6 	6 	44 	21.382 	3300 	4080 	3380 	0.080 
3590	11 	6 	6 	47 	3.075 	3270 	4020 	3440 	0.280 
3591	11 	6 	6 	47 	46.689 	3270 	4080 	3260 	0.230 
3592	11 	6 	6 	49 	51.012 	3300 	4080 	3380 	0.010 
3593	11 	6 	6 	51 	7.779 	3150 	3810 	3200 	-0.140 
3594	11 	6 	6 	52 	46.421 	3270 	4050 	3290 	0.190 
3595	11 	6 	6 	54 	57.944 	3300 	4110 	3170 	-0.200 
3596	11 	6 	6 	56 	0.584 	3270 	4080 	3230 	-0.270 
3597	11 	6 	6 	56 	40.591 	3300 	4080 	3230 	0.040 
3598	11 	6 	7 	0 	40.120 	3270 	4050 	3320 	-0.360 
3599	11 	6 	7 	2 	2.098 	3150 	3780 	3260 	-0.340 
3600	11 	6 	7 	5 	13.682 	3270 	4170 	3740 	nan
3601	11 	6 	7 	7 	7.575 	3270 	4080 	3440 	0.470 
3602	11 	6 	7 	7 	27.637 	3270 	4080 	3740 	-0.080 
3603	11 	6 	7 	8 	51.391 	3270 	4050 	3500 	-0.230 
3604	11 	6 	7 	9 	3.599 	3300 	4080 	3230 	-0.280 
3605	11 	6 	7 	9 	47.670 	3270 	4050 	3320 	-0.190 
3606	11 	6 	7 	10 	53.350 	3270 	4050 	3410 	-0.020 
3607	11 	6 	7 	14 	50.958 	3300 	4050 	3380 	-0.220 
3608	11 	6 	7 	16 	48.397 	3270 	4080 	3200 	0.060 
3609	11 	6 	7 	18 	34.000 	3270 	3990 	3320 	-0.200 
3610	11 	6 	7 	19 	54.500 	3270 	4050 	3230 	-0.140 
3611	11 	6 	7 	20 	1.222 	3300 	4080 	3260 	0.030 
3612	11 	6 	7 	21 	1.632 	3210 	3990 	3380 	-0.190 
3613	11 	6 	7 	21 	50.113 	3270 	4050 	3110 	-0.990 
3614	11 	6 	7 	23 	4.137 	3270 	3990 	3020 	-0.030 
3615	11 	6 	7 	23 	33.624 	3270 	4050 	3230 	-0.270 
3616	11 	6 	7 	25 	1.501 	3300 	4080 	3170 	-0.380 
3617	11 	6 	7 	27 	43.462 	3300 	4080 	3170 	0.420 
3618	11 	6 	7 	28 	35.655 	3270 	4080 	3290 	0.120 
3619	11 	6 	7 	35 	38.496 	3270 	4050 	3260 	-1.080 
3620	11 	6 	7 	40 	49.416 	3240 	4020 	3350 	-0.020 
3621	11 	6 	7 	41 	5.514 	3300 	4080 	3350 	-0.140 
3622	11 	6 	7 	42 	6.664 	3240 	4050 	3530 	0.040 
3623	11 	6 	7 	42 	8.876 	3240 	4050 	3530 	0.040 
3624	11 	6 	7 	43 	29.671 	3300 	4080 	3290 	0.340 
3625	11 	6 	7 	43 	47.352 	3120 	3840 	3170 	-0.170 
3626	11 	6 	7 	46 	37.302 	3300 	4110 	3230 	0.250 
3627	11 	6 	7 	47 	9.000 	3270 	4050 	3320 	-0.400 
3628	11 	6 	7 	52 	5.277 	3150 	3870 	3440 	nan
3629	11 	6 	7 	53 	10.219 	3210 	4020 	3200 	-0.480 
3630	11 	6 	7 	53 	58.539 	3270 	4080 	3290 	0.220 
3631	11 	6 	7 	54 	16.916 	3270 	4080 	3260 	-0.070 
3632	11 	6 	7 	54 	26.001 	3270 	4020 	3290 	-0.160 
3633	11 	6 	7 	56 	17.931 	3270 	4080 	3350 	-0.200 
3634	11 	6 	7 	57 	5.018 	3270 	4080 	3140 	-0.240 
3635	11 	6 	8 	0 	44.070 	3270 	4050 	3380 	0.090 
3636	11 	6 	8 	3 	43.793 	3270 	4080 	3470 	0.300 
3637	11 	6 	8 	6 	51.061 	3300 	4020 	3140 	0.000 
3638	11 	6 	8 	9 	39.808 	3300 	4020 	3470 	-0.030 
3639	11 	6 	8 	10 	47.548 	3300 	4110 	3290 	0.170 
3640	11 	6 	8 	13 	33.696 	3240 	4020 	3320 	0.220 
3641	11 	6 	8 	13 	39.479 	3270 	4050 	3470 	-0.230 
3642	11 	6 	8 	14 	55.315 	3300 	4080 	3350 	-0.060 
3643	11 	6 	8 	16 	11.333 	3300 	4140 	3290 	-0.110 
3644	11 	6 	8 	18 	18.973 	3270 	4080 	3260 	0.680 
3645	11 	6 	8 	23 	0.792 	3120 	3810 	3200 	-0.040 
3646	11 	6 	8 	23 	23.569 	3060 	3780 	3440 	0.030 
3647	11 	6 	8 	30 	16.394 	3300 	4080 	3410 	0.000 
3648	11 	6 	8 	36 	39.563 	3300 	4050 	3320 	0.170 
3649	11 	6 	8 	38 	27.669 	3240 	4020 	3410 	0.210 
3650	11 	6 	8 	38 	42.338 	3300 	4080 	3200 	0.090 
3651	11 	6 	8 	40 	49.256 	3270 	4050 	3260 	0.080 
3652	11 	6 	8 	41 	20.808 	3270 	4050 	3410 	0.110 
3653	11 	6 	8 	46 	57.245 	3240 	4050 	3350 	0.190 
3654	11 	6 	8 	47 	0.634 	3240 	4080 	3530 	0.220 
3655	11 	6 	8 	47 	4.268 	3240 	4050 	3170 	0.020 
3656	11 	6 	8 	49 	7.570 	3090 	3840 	3170 	0.100 
3657	11 	6 	8 	50 	13.653 	3240 	4050 	3260 	0.010 
3658	11 	6 	8 	53 	35.595 	3270 	4080 	3350 	0.140 
3659	11 	6 	8 	53 	56.649 	3240 	4110 	3560 	-0.650 
3660	11 	6 	8 	54 	27.792 	3210 	4080 	3350 	-0.010 
3661	11 	6 	8 	55 	22.111 	3270 	4080 	3170 	0.190 
3662	11 	6 	8 	56 	19.177 	3240 	4050 	3350 	0.270 
3663	11 	6 	8 	58 	4.002 	3270 	4110 	3320 	0.210 
3664	11 	6 	9 	5 	2.452 	3150 	3840 	3230 	-0.120 
3665	11 	6 	9 	8 	34.986 	3270 	4080 	3350 	0.030 
3666	11 	6 	9 	8 	39.141 	3270 	4050 	3170 	0.010 
3667	11 	6 	9 	9 	2.171 	3270 	4050 	3320 	-0.190 
3668	11 	6 	9 	10 	5.777 	3300 	4110 	3230 	0.210 
3669	11 	6 	9 	10 	14.695 	3270 	4020 	3290 	0.110 
3670	11 	6 	9 	15 	5.818 	3240 	4050 	3680 	0.310 
3671	11 	6 	9 	19 	33.937 	3270 	4050 	3290 	0.530 
3672	11 	6 	9 	27 	19.466 	3240 	4080 	3260 	0.100 
3673	11 	6 	9 	28 	37.963 	3240 	4020 	3740 	0.220 
3674	11 	6 	9 	29 	33.920 	3300 	4110 	3170 	0.070 
3675	11 	6 	9 	32 	24.349 	3240 	4020 	3410 	0.000 
3676	11 	6 	9 	32 	45.783 	3270 	4020 	3320 	-0.190 
3677	11 	6 	9 	33 	26.423 	3240 	4020 	3470 	-0.020 
3678	11 	6 	9 	34 	17.822 	3270 	4020 	3260 	0.080 
3679	11 	6 	9 	35 	43.051 	3240 	3990 	3320 	-0.030 
3680	11 	6 	9 	36 	54.735 	3240 	4020 	3410 	-0.190 
3681	11 	6 	9 	42 	6.034 	3270 	4020 	3260 	-0.010 
3682	11 	6 	9 	57 	32.257 	3300 	4080 	3230 	0.240 
3683	11 	6 	10 	8 	5.447 	3300 	4080 	3200 	0.090 
3684	11 	6 	10 	17 	36.204 	3300 	4050 	3260 	-0.300 
3685	11 	6 	10 	25 	49.370 	3270 	4080 	3230 	-0.380 
3686	11 	6 	10 	27 	28.931 	3300 	4110 	3440 	-0.010 
3687	11 	6 	10 	28 	15.153 	3270 	4080 	3470 	0.070 
3688	11 	6 	10 	28 	31.417 	3240 	4080 	3740 	0.100 
3689	11 	6 	10 	28 	53.743 	3240 	4050 	3260 	-0.090 
3690	11 	6 	10 	31 	40.004 	3330 	4080 	3530 	-0.060 
3691	11 	6 	10 	31 	58.472 	3240 	4080 	3380 	0.040 
3692	11 	6 	10 	32 	6.058 	3270 	4080 	3320 	0.180 
3693	11 	6 	10 	32 	14.938 	3300 	4080 	3290 	0.080 
3694	11 	6 	10 	38 	8.391 	3270 	4080 	3440 	-0.120 
3695	11 	6 	10 	44 	15.796 	3150 	3810 	3200 	-0.260 
3696	11 	6 	10 	44 	25.736 	3150 	3810 	3200 	0.010 
3697	11 	6 	10 	46 	43.156 	3120 	3810 	3200 	0.020 
3698	11 	6 	10 	46 	49.979 	3150 	3840 	3170 	0.010 
3699	11 	6 	10 	47 	14.116 	3150 	3840 	3200 	0.030 
3700	11 	6 	10 	50 	31.076 	3150 	3870 	3230 	0.240 
3701	11 	6 	10 	51 	8.665 	3300 	4110 	3170 	0.190 
3702	11 	6 	10 	54 	31.666 	3150 	3690 	3050 	-0.090 
3703	11 	6 	11 	0 	57.058 	3090 	3810 	3320 	0.120 
3704	11 	6 	11 	1 	6.096 	3270 	4020 	3140 	-0.250 
3705	11 	6 	11 	1 	46.507 	3150 	3810 	3620 	-0.190 
3706	11 	6 	11 	4 	30.484 	3270 	4080 	3260 	0.220 
3707	11 	6 	11 	5 	29.380 	3300 	4080 	3230 	0.260 
3708	11 	6 	11 	8 	52.779 	3270 	4080 	3200 	-0.380 
3709	11 	6 	11 	19 	39.154 	3270 	4110 	3290 	-0.100 
3710	11 	6 	11 	28 	23.780 	3150 	3840 	3200 	-0.030 
3711	11 	6 	11 	43 	56.675 	3300 	4110 	3230 	-0.380 
3712	11 	6 	11 	47 	0.274 	3150 	4140 	3470 	-0.180 
3713	11 	6 	11 	48 	44.372 	3180 	4140 	3410 	0.090 
3714	11 	6 	11 	59 	16.274 	3270 	4050 	3470 	-0.840 
3715	11 	6 	12 	1 	18.812 	3120 	3780 	3260 	-0.090 
3716	11 	6 	12 	10 	17.854 	3270 	4080 	3320 	-0.400 
3717	11 	6 	12 	11 	12.506 	3300 	4080 	3200 	-0.140 
3718	11 	6 	12 	14 	50.307 	3270 	4080 	3440 	-0.140 
3719	11 	6 	12 	16 	45.312 	3210 	4050 	3530 	-0.240 
3720	11 	6 	12 	19 	17.996 	3120 	3780 	3200 	-0.150 
3721	11 	6 	12 	34 	59.682 	3120 	3810 	3200 	0.010 
3722	11 	6 	12 	39 	34.032 	3300 	4050 	3260 	-0.250 
3723	11 	6 	12 	41 	0.447 	3270 	4080 	3440 	0.000 
3724	11 	6 	12 	42 	3.356 	3270 	4050 	3410 	0.060 
3725	11 	6 	12 	48 	51.231 	3300 	4080 	3170 	0.250 
3726	11 	6 	12 	55 	22.161 	3210 	4050 	3290 	-0.270 
3727	11 	6 	12 	57 	6.614 	3270 	4080 	3200 	-0.420 
